Date,Account,Category,Subcategory,Note,INR,Income/Expense,Note2,Amount,Currency,Account2
03/01/2022 20:45,CUB - online payment,Transportation,,Train,190.09,Expense,,190.09,INR,190.09
03/13/2022 20:46,CUB - online payment,Food,,Parotta,131.88,Expense,with bharath,131.88,INR,131.88
03/07/2022 18:53,CUB - online payment,Other,,To gobi,81.35,Expense,,81.35,INR,81.35
03/20/2022 21:55,CUB - online payment,Food,,Corn,13.95,Expense,,13.95,INR,13.95
03/08/2022 09:30,CUB - online payment,Other,,From friend,213,Income,with bharath,213,INR,213
03/23/2022 17:53,CUB - online payment,Food,,Parotta,475.16,Expense,with company,475.16,INR,475.16
03/27/2022 10:49,CUB - online payment,Food,,Kfc dinner,563.23,Expense,,563.23,INR,563.23
03/13/2022 08:12,CUB - online payment,Food,,Parotta,249.31,Expense,,249.31,INR,249.31
03/29/2022 09:52,CUB - online payment,Transportation,,Rapido,989.87,Expense,with bharath,989.87,INR,989.87
03/11/2022 22:17,CUB - online payment,Household,,Stuffs,15.47,Expense,,15.47,INR,15.47
03/19/2022 17:06,CUB - online payment,Food,,Kfc dinner,22.75,Expense,with stu,22.75,INR,22.75
03/16/2022 17:25,CUB - online payment,Transportation,,Auto,1204.45,Expense,with stu,1204.45,INR,1204.45
03/30/2022 08:54,CUB - online payment,Transportation,,Metro,1305.69,Expense,,1305.69,INR,1305.69
03/29/2022 18:39,CUB - online payment,Food,,Breakfast,43.23,Expense,with gobi,43.23,INR,43.23
04/04/2022 08:23,CUB - online payment,Other,,From dad,1000,Income,with gobi,1000,INR,1000
04/13/2022 08:07,CUB - online payment,Food,,Parotta,629.22,Expense,with gobi,629.22,INR,629.22
04/17/2022 22:38,CUB - online payment,Food,,Water,35.32,Expense,,35.32,INR,35.32
04/06/2022 13:05,CUB - online payment,Other,,To vicky,19.54,Expense,,19.54,INR,19.54
04/15/2022 13:03,CUB - online payment,Food,,Lunch,68.26,Expense,,68.26,INR,68.26
04/13/2022 08:47,CUB - online payment,Food,,Dinner,490.74,Expense,,490.74,INR,490.74
04/19/2022 10:51,CUB - online payment,Food,,Snacks,360.79,Expense,,360.79,INR,360.79
04/27/2022 21:23,CUB - online payment,Food,,Water,254.31,Expense,with company,254.31,INR,254.31
04/29/2022 20:00,CUB - online payment,Food,,Water,270.82,Expense,with gobi,270.82,INR,270.82
04/12/2022 15:05,CUB - online payment,Food,,Corn,69.75,Expense,with stu,69.75,INR,69.75
04/24/2022 19:27,CUB - online payment,Food,,Lunch,126.47,Expense,with bharath,126.47,INR,126.47
04/12/2022 19:33,CUB - online payment,Food,,Pizza,76.63,Expense,with company,76.63,INR,76.63
04/27/2022 19:58,CUB - online payment,Food,,Dinner,388.4,Expense,,388.4,INR,388.4
04/04/2022 12:47,CUB - online payment,Food,,Water,278.22,Expense,with gobi,278.22,INR,278.22
04/27/2022 22:29,CUB - online payment,Food,,Water,49.69,Expense,with company,49.69,INR,49.69
04/23/2022 22:52,CUB - online payment,Food,,Lunch,215.56,Expense,,215.56,INR,215.56
04/19/2022 11:30,CUB - online payment,Food,,Breakfast,277.75,Expense,,277.75,INR,277.75
04/25/2022 11:30,CUB - online payment,Social Life,,Games,1246.61,Expense,,1246.61,INR,1246.61
04/16/2022 14:37,CUB - online payment,Food,,Kfc dinner,240.78,Expense,,240.78,INR,240.78
04/24/2022 12:56,CUB - online payment,Food,,Lunch,477.95,Expense,,477.95,INR,477.95
04/19/2022 09:55,CUB - online payment,Food,,Water,52.54,Expense,,52.54,INR,52.54
04/30/2022 08:54,CUB - online payment,Food,,Snacks,395.1,Expense,,395.1,INR,395.1
04/05/2022 14:04,CUB - online payment,Food,,Breakfast,522.5,Expense,with company,522.5,INR,522.5
04/23/2022 17:33,CUB - online payment,Food,,Water,136.3,Expense,,136.3,INR,136.3
04/30/2022 21:44,CUB - online payment,Food,,Dinner,277.15,Expense,with bharath,277.15,INR,277.15
04/28/2022 22:05,CUB - online payment,Household,,Mirror,245.92,Expense,,245.92,INR,245.92
04/25/2022 19:51,CUB - online payment,Food,,Pizza,235.18,Expense,,235.18,INR,235.18
04/04/2022 11:09,CUB - online payment,Food,,Parotta,642.01,Expense,,642.01,INR,642.01
04/07/2022 22:50,CUB - online payment,Transportation,,Rapido,972.41,Expense,,972.41,INR,972.41
04/04/2022 21:29,CUB - online payment,Food,,Parotta,278.18,Expense,with bharath,278.18,INR,278.18
04/25/2022 14:40,CUB - online payment,Social Life,,Movie,327.51,Expense,,327.51,INR,327.51
04/26/2022 14:15,CUB - online payment,Food,,Corn,672.13,Expense,,672.13,INR,672.13
04/09/2022 18:42,CUB - online payment,Social Life,,Games,1090.17,Expense,,1090.17,INR,1090.17
04/25/2022 19:02,CUB - online payment,Food,,Corn,254.23,Expense,with company,254.23,INR,254.23
04/15/2022 14:50,CUB - online payment,Food,,Pizza,203.12,Expense,with gobi,203.12,INR,203.12
04/03/2022 17:04,CUB - online payment,Food,,Breakfast,425.2,Expense,with company,425.2,INR,425.2
04/11/2022 08:20,CUB - online payment,Food,,Snacks,115.75,Expense,,115.75,INR,115.75
04/02/2022 22:48,CUB - online payment,Food,,Lunch,481.0,Expense,,481.0,INR,481.0
04/21/2022 14:14,CUB - online payment,Food,,Breakfast,637.85,Expense,with bharath,637.85,INR,637.85
04/03/2022 11:01,CUB - online payment,Food,,Water,256.27,Expense,,256.27,INR,256.27
04/25/2022 14:13,CUB - online payment,Social Life,,Beer,1217.43,Expense,with gobi,1217.43,INR,1217.43
04/15/2022 21:15,CUB - online payment,Other,,To vicky,217.4,Expense,with bharath,217.4,INR,217.4
04/09/2022 15:56,CUB - online payment,Food,,Kfc dinner,155.9,Expense,,155.9,INR,155.9
04/10/2022 11:27,CUB - online payment,Food,,Parotta,672.22,Expense,,672.22,INR,672.22
04/13/2022 15:22,CUB - online payment,Food,,Pizza,118.42,Expense,with stu,118.42,INR,118.42
04/13/2022 12:14,CUB - online payment,Food,,Kfc dinner,84.76,Expense,,84.76,INR,84.76
04/17/2022 20:39,CUB - online payment,Food,,Kfc dinner,86.79,Expense,with company,86.79,INR,86.79
04/26/2022 21:28,CUB - online payment,Food,,Parotta,93.09,Expense,,93.09,INR,93.09
04/27/2022 13:27,CUB - online payment,Food,,Kfc dinner,131.72,Expense,,131.72,INR,131.72
04/03/2022 19:32,CUB - online payment,Social Life,,Movie,1379.84,Expense,with stu,1379.84,INR,1379.84
04/16/2022 18:26,CUB - online payment,Food,,Lunch,32.16,Expense,with stu,32.16,INR,32.16
04/13/2022 20:34,CUB - online payment,Food,,Breakfast,532.25,Expense,with gobi,532.25,INR,532.25
04/13/2022 22:30,CUB - online payment,Food,,Parotta,16.14,Expense,,16.14,INR,16.14
04/09/2022 15:37,CUB - online payment,Food,,Water,130.55,Expense,with company,130.55,INR,130.55
04/10/2022 15:29,CUB - online payment,Food,,Snacks,269.06,Expense,with company,269.06,INR,269.06
04/01/2022 12:26,CUB - online payment,Food,,Lunch,266.62,Expense,with stu,266.62,INR,266.62
04/02/2022 10:26,CUB - online payment,Social Life,,Movie,604.48,Expense,,604.48,INR,604.48
04/18/2022 14:56,CUB - online payment,Food,,Pizza,58.51,Expense,with bharath,58.51,INR,58.51
04/22/2022 09:18,CUB - online payment,Food,,Pizza,331.34,Expense,with company,331.34,INR,331.34
04/25/2022 14:17,CUB - online payment,Food,,Corn,13.69,Expense,with gobi,13.69,INR,13.69
04/16/2022 20:56,CUB - online payment,Social Life,,Badminton,984.82,Expense,with stu,984.82,INR,984.82
04/02/2022 15:45,CUB - online payment,Food,,Pizza,258.65,Expense,,258.65,INR,258.65
04/04/2022 20:32,CUB - online payment,Social Life,,Movie,1041.11,Expense,,1041.11,INR,1041.11
04/12/2022 19:56,CUB - online payment,Food,,Snacks,218.72,Expense,with company,218.72,INR,218.72
04/11/2022 09:20,CUB - online payment,Other,,To siva,150.14,Expense,with company,150.14,INR,150.14
04/05/2022 18:40,CUB - online payment,Other,,To siva,343.82,Expense,with stu,343.82,INR,343.82
04/07/2022 18:14,CUB - online payment,Transportation,,Auto,1217.25,Expense,with stu,1217.25,INR,1217.25
04/23/2022 18:59,CUB - online payment,Social Life,,Games,509.7,Expense,,509.7,INR,509.7
04/09/2022 10:52,CUB - online payment,Food,,Breakfast,566.42,Expense,with bharath,566.42,INR,566.42
04/03/2022 15:17,CUB - online payment,Food,,Breakfast,333.12,Expense,,333.12,INR,333.12
04/12/2022 22:44,CUB - online payment,Food,,Kfc dinner,409.99,Expense,with company,409.99,INR,409.99
04/14/2022 11:37,CUB - online payment,Social Life,,Beer,1406.17,Expense,,1406.17,INR,1406.17
04/20/2022 15:41,CUB - online payment,Food,,Kfc dinner,53.22,Expense,with gobi,53.22,INR,53.22
04/16/2022 11:10,CUB - online payment,Transportation,,Train,797.11,Expense,,797.11,INR,797.11
04/13/2022 17:08,CUB - online payment,Transportation,,Taxi,670.09,Expense,with bharath,670.09,INR,670.09
04/18/2022 09:19,CUB - online payment,Food,,Water,98.69,Expense,with bharath,98.69,INR,98.69
04/05/2022 14:56,CUB - online payment,Social Life,,Movie,719.33,Expense,,719.33,INR,719.33
04/28/2022 12:55,CUB - online payment,Food,,Corn,125.48,Expense,with bharath,125.48,INR,125.48
04/09/2022 09:46,CUB - online payment,Social Life,,Movie,1418.87,Expense,with gobi,1418.87,INR,1418.87
04/02/2022 15:06,CUB - online payment,Food,,Breakfast,558.42,Expense,with bharath,558.42,INR,558.42
04/25/2022 12:13,CUB - online payment,Food,,Kfc dinner,62.82,Expense,,62.82,INR,62.82
04/24/2022 20:04,CUB - online payment,Social Life,,Badminton,768.75,Expense,,768.75,INR,768.75
04/09/2022 12:37,CUB - online payment,Food,,Breakfast,204.36,Expense,,204.36,INR,204.36
04/23/2022 09:09,CUB - online payment,Food,,Parotta,21.4,Expense,with company,21.4,INR,21.4
04/09/2022 21:18,CUB - online payment,Social Life,,Movie,755.57,Expense,,755.57,INR,755.57
04/26/2022 12:26,CUB - online payment,Apparel,,Cap,1725.82,Expense,,1725.82,INR,1725.82
04/11/2022 17:29,CUB - online payment,Transportation,,Rapido,593.4,Expense,with stu,593.4,INR,593.4
04/28/2022 11:31,CUB - online payment,Other,,To kumara,244.83,Expense,with company,244.83,INR,244.83
04/07/2022 20:12,CUB - online payment,Food,,Corn,594.13,Expense,,594.13,INR,594.13
04/29/2022 20:44,CUB - online payment,Other,,To kumara,134.98,Expense,,134.98,INR,134.98
04/03/2022 17:59,CUB - online payment,Food,,Lunch,237.08,Expense,,237.08,INR,237.08
04/10/2022 14:38,CUB - online payment,Food,,Breakfast,11.91,Expense,with stu,11.91,INR,11.91
04/10/2022 08:58,CUB - online payment,Social Life,,Beer,531.95,Expense,,531.95,INR,531.95
04/11/2022 13:55,CUB - online payment,Other,,From dad,10000,Income,,10000,INR,10000
04/09/2022 10:11,CUB - online payment,Food,,Pizza,268.95,Expense,,268.95,INR,268.95
04/10/2022 12:14,CUB - online payment,Food,,Corn,81.7,Expense,with gobi,81.7,INR,81.7
04/08/2022 11:25,CUB - online payment,Other,,To siva,237.04,Expense,with bharath,237.04,INR,237.04
04/02/2022 09:29,CUB - online payment,Transportation,,Train,74.02,Expense,,74.02,INR,74.02
04/03/2022 13:02,CUB - online payment,Food,,Kfc dinner,458.91,Expense,with company,458.91,INR,458.91
04/22/2022 10:52,CUB - online payment,Other,,To kumara,400.31,Expense,with gobi,400.31,INR,400.31
04/25/2022 10:03,CUB - online payment,Food,,Water,278.61,Expense,,278.61,INR,278.61
04/21/2022 20:01,CUB - online payment,Social Life,,Beer,220.87,Expense,,220.87,INR,220.87
04/19/2022 19:42,CUB - online payment,Food,,Lunch,286.03,Expense,,286.03,INR,286.03
04/26/2022 20:50,CUB - online payment,Social Life,,Movie,591.19,Expense,with gobi,591.19,INR,591.19
04/29/2022 22:28,CUB - online payment,Food,,Dinner,115.81,Expense,,115.81,INR,115.81
04/08/2022 10:54,CUB - online payment,Food,,Breakfast,408.45,Expense,,408.45,INR,408.45
04/11/2022 12:37,CUB - online payment,Food,,Water,540.94,Expense,,540.94,INR,540.94
04/29/2022 18:51,CUB - online payment,Social Life,,Games,481.98,Expense,,481.98,INR,481.98
04/28/2022 20:10,CUB - online payment,Other,,To siva,86.73,Expense,with company,86.73,INR,86.73
04/25/2022 15:54,CUB - online payment,Food,,Milk with bharath,182.41,Expense,,182.41,INR,182.41
04/18/2022 21:23,CUB - online payment,Apparel,,Earphone,1248.13,Expense,,1248.13,INR,1248.13
04/26/2022 10:58,CUB - online payment,Food,,Breakfast,521.91,Expense,,521.91,INR,521.91
04/29/2022 15:18,CUB - online payment,Food,,Pizza,54.28,Expense,with gobi,54.28,INR,54.28
04/16/2022 21:51,CUB - online payment,Food,,Milk with bharath,280.94,Expense,,280.94,INR,280.94
04/24/2022 14:57,CUB - online payment,Food,,Kfc dinner,31.34,Expense,,31.34,INR,31.34
04/22/2022 08:10,CUB - online payment,Food,,Parotta,84.01,Expense,,84.01,INR,84.01
04/12/2022 19:34,CUB - online payment,Other,,To siva,78.34,Expense,with company,78.34,INR,78.34
04/29/2022 15:01,CUB - online payment,Food,,Milk with bharath,100.23,Expense,with gobi,100.23,INR,100.23
04/16/2022 19:49,CUB - online payment,Food,,Snacks,474.81,Expense,,474.81,INR,474.81
04/12/2022 10:04,CUB - online payment,Transportation,,Auto,1112.24,Expense,with stu,1112.24,INR,1112.24
05/27/2022 19:27,CUB - online payment,Other,,To siva,685.26,Expense,with gobi,685.26,INR,685.26
05/02/2022 18:22,CUB - online payment,Other,,To siva,112.37,Expense,,112.37,INR,112.37
05/10/2022 13:28,CUB - online payment,Food,,Pizza,23.17,Expense,,23.17,INR,23.17
05/24/2022 18:17,CUB - online payment,Food,,Water,254.81,Expense,with stu,254.81,INR,254.81
05/15/2022 21:20,CUB - online payment,Food,,Parotta,190.04,Expense,with bharath,190.04,INR,190.04
05/01/2022 14:50,CUB - online payment,Food,,Breakfast,580.75,Expense,,580.75,INR,580.75
05/04/2022 20:49,CUB - online payment,Food,,Pizza,337.92,Expense,,337.92,INR,337.92
05/16/2022 11:10,CUB - online payment,Other,,To siva,208.97,Expense,with stu,208.97,INR,208.97
05/19/2022 12:27,CUB - online payment,Food,,Parotta,66.73,Expense,,66.73,INR,66.73
05/22/2022 11:13,CUB - online payment,Other,,To kumara,573.77,Expense,,573.77,INR,573.77
05/15/2022 20:30,CUB - online payment,Food,,Water,662.12,Expense,with stu,662.12,INR,662.12
05/07/2022 17:09,CUB - online payment,Social Life,,Games,1011.55,Expense,,1011.55,INR,1011.55
05/02/2022 10:39,CUB - online payment,Other,,To barath,183.4,Expense,with bharath,183.4,INR,183.4
05/10/2022 19:41,CUB - online payment,Food,,Pizza,43.73,Expense,,43.73,INR,43.73
05/14/2022 10:51,CUB - online payment,Food,,Kfc dinner,256.19,Expense,with gobi,256.19,INR,256.19
05/30/2022 17:22,CUB - online payment,Food,,Milk with bharath,72.36,Expense,,72.36,INR,72.36
05/03/2022 20:27,CUB - online payment,Food,,Corn,61.76,Expense,with gobi,61.76,INR,61.76
05/17/2022 18:29,CUB - online payment,Food,,Kfc dinner,58.54,Expense,with bharath,58.54,INR,58.54
05/04/2022 10:18,CUB - online payment,Food,,Corn,280.12,Expense,,280.12,INR,280.12
05/03/2022 21:40,CUB - online payment,Household,,Rent,4549.44,Expense,,4549.44,INR,4549.44
05/29/2022 17:45,CUB - online payment,Other,,To gobi,81.52,Expense,with gobi,81.52,INR,81.52
05/26/2022 12:53,CUB - online payment,Transportation,,Rapido,1358.93,Expense,,1358.93,INR,1358.93
05/09/2022 17:14,CUB - online payment,Apparel,,Hoodie,1525.3,Expense,,1525.3,INR,1525.3
05/25/2022 14:10,CUB - online payment,Social Life,,Beer,710.45,Expense,with gobi,710.45,INR,710.45
05/25/2022 14:33,CUB - online payment,Transportation,,Auto,852.25,Expense,with gobi,852.25,INR,852.25
05/26/2022 11:51,CUB - online payment,Transportation,,Train,1266.13,Expense,,1266.13,INR,1266.13
05/05/2022 08:39,CUB - online payment,Food,,Snacks,199.52,Expense,with gobi,199.52,INR,199.52
05/19/2022 13:26,CUB - online payment,Other,,To gobi,40.75,Expense,,40.75,INR,40.75
05/01/2022 12:21,CUB - online payment,Food,,Snacks,675.96,Expense,with company,675.96,INR,675.96
05/11/2022 13:01,CUB - online payment,Transportation,,Metro,620.46,Expense,with bharath,620.46,INR,620.46
05/29/2022 10:54,CUB - online payment,Transportation,,Taxi,106.85,Expense,with stu,106.85,INR,106.85
05/12/2022 18:09,CUB - online payment,Food,,Water,25.86,Expense,with bharath,25.86,INR,25.86
05/12/2022 22:58,CUB - online payment,Food,,Corn,96.73,Expense,with gobi,96.73,INR,96.73
05/11/2022 22:44,CUB - online payment,Food,,Corn,127.01,Expense,with gobi,127.01,INR,127.01
05/13/2022 22:40,CUB - online payment,Other,,To kumara,246.44,Expense,,246.44,INR,246.44
05/10/2022 08:36,CUB - online payment,Food,,Kfc dinner,61.11,Expense,,61.11,INR,61.11
05/12/2022 22:42,CUB - online payment,Transportation,,Metro,1305.36,Expense,,1305.36,INR,1305.36
05/29/2022 20:32,CUB - online payment,Food,,Snacks,536.77,Expense,,536.77,INR,536.77
